id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights
2485,Union Station,12/27/2015,T,0.92,1,Entire home/apt,4,1 bath,1,1,148,2
2487,Shaw,1/16/2020,T,0.97,2,Entire home/apt,4,1 bath,1,2,248,2
2489,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,127,31
2491,Dupont Circle,5/18/2015,T,0.99,5,Entire home/apt,6,1 bath,2,3,226,2
2492,Dupont Circle,5/18/2015,T,0.99,5,Entire home/apt,10,2.5 baths,4,7,686,2
2493,Dupont Circle,6/28/2012,F,1,3,Entire home/apt,2,1 bath,,1,115,1
2494,Capitol Hill,1/6/2016,T,1,2,Entire home/apt,4,1 bath,2,2,250,5
2495,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,195,2
2496,Union Station,10/15/2015,T,0.98,284,Entire home/apt,7,2.5 baths,4,5,212,2
2497,Georgetown,11/8/2022,T,0.99,1,Entire home/apt,3,1 bath,1,2,235,2
2500,Shaw,10/9/2022,F,0.99,2,Entire home/apt,4,1 bath,1,2,155,3
2501,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,3,204,3
2502,Union Station,6/27/2022,F,1,2,Entire home/apt,5,1.5 baths,2,3,240,2
2504,Union Station,7/11/2022,F,0.99,2,Entire home/apt,7,2 baths,2,3,193,2
2510,Foggy Bottom,8/13/2013,F,0.99,196,Entire home/apt,4,2 baths,2,2,335,4
2512,Union Station,11/27/2022,F,0.99,17,Entire home/apt,3,1 bath,1,1,185,2
2514,Capitol Hill,12/7/2014,T,1,3,Entire home/apt,4,1.5 baths,2,2,160,3
2516,Capitol Hill,5/15/2014,F,1,5,Entire home/apt,5,2.5 baths,3,4,305,4
2517,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,95,31
2518,Capitol Hill,1/27/2014,F,0.98,109,Entire home/apt,6,3.5 baths,2,3,296,1
2520,Foggy Bottom,5/3/2020,F,0.75,2,Entire home/apt,3,1 bath,1,1,200,1
2521,Capitol Hill,6/27/2017,F,1,1,Entire home/apt,6,1.5 baths,3,3,401,2
2522,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,195,31
2523,Union Station,4/6/2011,T,0.99,193,Entire home/apt,8,3.5 baths,3,4,519,2
2525,Dupont Circle,5/2/2016,T,0.88,2,Entire home/apt,8,2.5 baths,3,6,550,1
2526,Dupont Circle,5/2/2016,T,0.88,2,Entire home/apt,4,1 bath,1,3,200,1
2529,Shaw,9/15/2009,F,0.89,4,Entire home/apt,4,1 bath,1,1,120,31
2531,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,102,31
2532,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,80,31
2533,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,7,3.5 baths,4,4,657,3
2534,Union Station,7/11/2017,F,0.91,2,Entire home/apt,2,1.5 baths,1,1,189,3
2535,Shaw,12/15/2022,T,1,1,Entire home/apt,3,1 bath,1,2,167,2
2536,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,31
2537,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2538,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,187,1
2539,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,187,31
2541,Georgetown,12/19/2022,F,0.94,1,Entire home/apt,3,1 bath,1,2,256,2
2546,Dupont Circle,6/8/2015,T,0.98,3,Entire home/apt,2,1 bath,,2,110,31
2547,Union Station,11/27/2022,F,0.99,17,Entire home/apt,4,2.5 baths,2,2,205,1
2548,Union Station,12/20/2022,T,1,1,Entire home/apt,3,1 bath,1,1,111,2
2549,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,90,31
2550,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,90,31
2553,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,90,31
2554,Union Station,4/30/2018,F,0.99,11,Entire home/apt,2,1 bath,1,1,107,1
2555,Union Station,4/30/2018,F,0.99,11,Entire home/apt,3,1 bath,1,1,115,1
2556,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,,2,229,2
2557,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,142,2
2558,Union Station,8/27/2014,T,1,4,Entire home/apt,6,3 baths,3,4,351,3
2561,Union Station,10/19/2014,T,0.97,7,Entire home/apt,7,2 baths,2,4,394,1
2565,Union Station,9/2/2013,F,1,14,Entire home/apt,8,2.5 baths,3,4,375,2
2568,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,195,2
2569,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,195,2
2570,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,199,2
2571,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,199,2
2572,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,315,2
2573,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,329,2
2574,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,329,2
2576,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,269,1
2577,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,259,1
2578,Capitol Hill,1/16/2023,T,1,1,Entire home/apt,4,1 bath,1,2,193,2
2582,Shaw,2/24/2020,T,0.99,6,Entire home/apt,4,2 baths,1,2,400,2
2583,Capitol Hill,12/14/2016,F,,1,Entire home/apt,3,1 bath,1,2,130,4
2585,Georgetown,8/17/2011,F,1,1,Entire home/apt,3,1 bath,1,2,150,3
2586,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,98,31
2587,Shaw,3/18/2017,T,1,5,Entire home/apt,12,5 baths,4,5,549,3
2588,Union Station,1/29/2023,F,1,1,Entire home/apt,4,1 bath,1,2,110,2
2589,Union Station,9/5/2016,F,1,2,Entire home/apt,2,1 bath,,1,95,1
2591,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2592,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2593,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2594,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2595,Shaw,7/29/2016,T,1,3,Entire home/apt,4,2 baths,2,2,203,31
2596,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2597,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2598,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2602,Union Station,2/3/2023,F,1,1,Entire home/apt,4,1 bath,1,2,175,2
2605,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2606,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2607,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2608,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2609,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2610,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2612,Capitol Hill,5/24/2018,F,1,1,Entire home/apt,4,1 bath,1,2,175,3
2614,Capitol Hill,8/18/2017,F,0.76,51,Shared room,5,1 shared bath,,6,34,1
2618,Capitol Hill,8/5/2019,F,0.91,1,Entire home/apt,2,1 bath,1,1,125,2
2619,Union Station,1/5/2016,F,0.98,30,Entire home/apt,8,2 baths,3,4,204,1
2620,Union Station,2/20/2023,F,0.98,1,Entire home/apt,6,2 baths,3,3,253,2
2623,Capitol Hill,12/20/2015,F,,9,Entire home/apt,2,1 bath,1,1,150,3
2624,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,231,31
2625,Capitol Hill,2/5/2013,F,0.95,5,Entire home/apt,4,2.5 baths,2,2,571,4
2626,Union Station,8/3/2016,F,1,1,Entire home/apt,4,1 bath,1,1,159,2
2627,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,2,400,3
2628,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,2,400,3
2629,Union Station,3/24/2017,F,0.99,1894,Entire home/apt,9,3 baths,4,5,429,2
2631,Capitol Hill,12/6/2017,T,1,2,Entire home/apt,4,1.5 baths,2,3,145,1
2632,Georgetown,2/4/2017,F,1,21,Entire home/apt,10,3 baths,5,4,529,3
2635,Union Station,7/24/2016,F,1,1,Entire home/apt,2,1 bath,1,1,99,2
2636,Union Station,9/16/2016,F,0.92,444,Entire home/apt,3,1 bath,1,2,221,1
2637,Union Station,10/14/2013,F,0.95,513,NA,5,2 baths,2,3,350,1
2638,Union Station,12/19/2017,F,0.99,271,NA,5,2 baths,2,3,408,1
2639,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2640,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2641,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2642,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,170,1
2643,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2644,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,179,1
2645,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2646,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,315,1
2647,Union Station,6/27/2012,T,0.99,11,Entire home/apt,6,1 bath,2,3,197,2
2648,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,2.5 baths,2,2,482,2
2650,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,4,148,3
2651,Dupont Circle,9/10/2015,F,0.96,14,Entire home/apt,2,1 bath,1,1,200,2
2652,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,7,2 baths,2,4,208,3
2653,Union Station,3/16/2023,F,0.91,1,Entire home/apt,3,1.5 baths,1,1,161,2
2655,Union Station,3/24/2017,F,0.99,1894,Entire home/apt,5,1 bath,1,3,91,2
2657,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,132,2
2658,Union Station,3/23/2023,F,0.98,2,Entire home/apt,8,3 baths,5,5,439,3
2660,Union Station,4/7/2021,F,0.97,11,Entire home/apt,6,2 baths,2,2,173,3
2664,Union Station,10/14/2013,F,0.95,513,Entire home/apt,3,1 bath,1,2,199,1
2665,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,350,1
2666,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,300,1
2667,Union Station,9/16/2016,F,0.92,444,Entire home/apt,3,1 bath,1,1,232,2
2668,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,2 baths,2,3,382,2
2669,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,2 baths,2,3,382,2
2670,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,1 bath,2,3,366,2
2671,Union Station,10/14/2013,F,0.95,513,Entire home/apt,3,1 bath,1,1,199,2
2672,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,329,2
2673,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,329,2
2674,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,315,2
2675,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,315,2
2676,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,315,2
2677,Union Station,11/11/2021,F,0.79,1,Entire home/apt,4,1 bath,2,2,195,2
2678,Shaw,10/7/2015,F,1,1,Entire home/apt,2,1 bath,1,1,250,3
2679,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,128,3
2680,Union Station,5/25/2015,F,0.97,2,Entire home/apt,2,1 bath,1,1,99,1
2682,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,145,2
2686,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,154,31
2687,Shaw,8/13/2013,F,0.99,196,Entire home/apt,5,2.5 baths,2,2,343,7
2688,Capitol Hill,6/15/2020,F,1,2,Entire home/apt,8,2.5 baths,2,6,190,4
2689,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,157,31
2690,Shaw,4/23/2014,T,0.92,3,Entire home/apt,4,1 bath,1,2,195,2
2691,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,2,2,216,2
2692,Union Station,5/7/2019,T,0.98,17,Entire home/apt,14,4 baths,6,6,463,1
2693,Foggy Bottom,3/5/2016,T,0.96,3,Entire home/apt,2,1 bath,1,1,269,1
2694,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,2 baths,2,2,201,3
2695,Capitol Hill,4/17/2023,F,1,3,Entire home/apt,7,2 baths,3,4,309,2
2696,Capitol Hill,4/17/2023,F,1,3,Entire home/apt,5,2 baths,2,3,273,2
2697,Union Station,5/7/2019,T,0.98,17,Entire home/apt,14,4 baths,6,7,613,1
2701,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,4,400,3
2702,Georgetown,1/10/2022,T,1,4,Entire home/apt,3,1 bath,1,1,342,1
2707,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,165,31
2708,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,251,31
2709,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,4,1 bath,2,2,204,31
2710,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,215,31
2711,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,153,31
2712,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,276,31
2713,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,135,31
2714,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,148,31
2715,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,132,31
2716,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,177,31
2717,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,155,31
2718,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,190,31
2719,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,196,31
2720,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,295,31
2721,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,299,31
2722,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,149,31
2723,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,132,31
2724,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,132,31
2725,Georgetown,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,173,31
2726,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,168,31
2727,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,239,31
2728,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,151,31
2729,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,133,31
2730,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,239,31
2731,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,142,31
2732,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,204,31
2734,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,146,31
2735,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,196,31
2736,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,140,31
2737,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,132,31
2739,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,273,31
2741,Shaw,4/26/2023,F,1,285,Entire home/apt,4,1.5 baths,2,2,306,31
2742,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,4,1 bath,2,2,195,31
2743,Union Station,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,196,31
2744,Union Station,4/26/2023,F,1,285,Entire home/apt,6,2 baths,3,3,259,31
2746,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,207,31
2747,Union Station,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,190,31
2748,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,162,31
2749,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,136,31
2751,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,189,31
2752,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,199,31
2753,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,252,31
2754,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,223,31
2755,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,135,31
2756,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,230,31
2757,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,152,31
2758,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,249,31
2760,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,196,31
2762,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,151,31
2763,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,137,31
2764,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,164,31
2766,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,138,31
2768,Union Station,9/29/2021,T,0.97,2,Entire home/apt,5,2 baths,3,3,345,3
2769,Shaw,4/23/2016,F,1,1,Entire home/apt,2,1 bath,1,1,158,3
2771,Georgetown,3/24/2017,F,0.99,1894,Entire home/apt,6,1.5 baths,3,3,197,2
2775,Union Station,1/5/2016,F,0.98,30,Entire home/apt,8,2 baths,2,3,181,1
2776,Capitol Hill,4/26/2023,F,0.96,35,Entire home/apt,3,1 bath,1,1,122,1
2781,Dupont Circle,10/24/2019,F,0.99,10,Entire home/apt,2,1 bath,1,1,210,1
2782,Union Station,2/9/2016,F,,1,Entire home/apt,4,1 bath,1,2,103,1
2783,Union Station,5/19/2014,F,1,1,Entire home/apt,2,1 bath,1,1,98,2
2784,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,198,31
2785,Union Station,7/30/2017,F,1,2,Entire home/apt,3,1 bath,1,1,90,2
2786,Union Station,4/30/2018,F,0.99,11,Entire home/apt,4,1 bath,2,2,97,1
2787,Shaw,5/29/2023,F,1,1,Entire home/apt,4,1 bath,2,3,200,31
2788,Union Station,8/6/2020,T,1,21,Entire home/apt,7,2.5 baths,3,4,301,2
2790,Union Station,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,1,2,201,2
